"","name","price","sex","height","color","location","markings","weight","foaldate","registrations","disciplines","temperament","link"
"409","Blueridge First Class",25000,"Gelding","12.1 hands","Chestnut","Fletcher , North Carolina","Light chestnut, 4 stockings, blaze, and white chin","650 pounds","May-06","WPCSA - Welsh Pony and Cob Society of America () USEF - United States Equestrian Federation (Life)","Pleasure Driving (Prospect) Beginner/Family (Champion) Hunter (Champion) Halter (Champion) English Pleasure (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2305024.html"
"5641","Sugar",4000,"Mare","15.1 hands","Pinto","watkinsville, Georgia","","","Jan-00","","Gaited  Beginner/Family  Trail Horse ",2,"http://www.equine.com/horses-for-sale/horse-ad-2881697.html"
"5164","Topaz",750,"Gelding","15.0 hands","Brown","Winona, Mississippi","star,blaze,stocking","1000 pounds","Apr-07","","Western Pleasure  Trail Horse  Halter  Gaited  Beginner/Family ",1,"http://www.equine.com/horses-for-sale/horse-ad-2801104.html"
"5002","Apollo",7000,"Gelding","16.2 hands","Grey","Cypress, Texas","","1200 pounds","Jan-06","","Eventing (Trained) Jumper (Trained)",5,"http://www.equine.com/horses-for-sale/horse-ad-2811896.html"
"8032","Zippo's Skye",150,"Mare","14.2 hands","Black","Antrim, New Hampshire","White face marking and white right hind leg","850 pounds","May-05","","Trail Horse (Trained)",5,"http://www.equine.com/horses-for-sale/horse-ad-2816953.html"
"2689","Miss Custom Crome",17500,"Mare","","Chestnut","Aubrey, Texas","","","Mar-07","AQHA - American Quarter Horse Association (5082164)","Brood Mare  Reining (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2775052.html"
"3163","Java",18000,"Mare","16.1 hands","Bay","Costa Mesa, California","","","Jan-08","","Hunter (Trained) Jumper (Trained) Equitation (Prospect) Eventing (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2742293.html"
"5575","Irving",1500,"Gelding","16.3 hands","Chestnut","Walton, Kentucky","","1200 pounds","May-07","","",2,"http://www.equine.com/horses-for-sale/horse-ad-2882320.html"
"237","Taas",22900,"Gelding","16.2 hands","Black","sonoma, California","none","1200 pounds","May-06","FHANA - Friesian Horse Association of North America ()","Dressage (Champion) Driving (Champion) English Pleasure (Champion) Beginner/Family (Trained) Country Pleasure (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2822192.html"
"3011","Obvious Painted Miss AKA Missy",3000,"Mare","15.3 hands","Palomino","Plainville, Massachusetts","Wide Blaze, Left Hind Sock, Right Blue Eye","1100 pounds","Jan-00","APHA - American Paint Horse Association (574,537)","Beginner/Family (Trained) English Pleasure (Trained) Hunter (Competed or Shown) Jumper (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2749200.html"
"5438","",2000,"Gelding","","Palomino","Clarkston, Michigan","","","Jan-03","","Western Riding (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2885190.html"
"8317","big counyry cowboy",1000,"Gelding","16.0 hands","Chestnut","Hagerstown, Maryland","","","Apr-00","","Beginner/Family (Rank Not Applicable) Eventing (Competed or Shown)",5,"http://www.equine.com/horses-for-sale/horse-ad-2811796.html"
"1472","Dusty Rusty",3800,"Gelding","14.2 hands","Chestnut","Vinemont, Alabama","Star on forehead & white stockings in the rear","800 pounds","Jan-01","","Hunter (Prospect) Field Hunter (Prospect) Jumper (Trained) Eventing (Competed or Shown) Dressage (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2850544.html"
"9297","Ace",8000,"Gelding","16.0 hands","Bay","San Juan Capistrano, California","2 small back white socks and a white blaze","","Apr-08","JC - Jockey Club (0817129)","Hunter ",3,"http://www.equine.com/horses-for-sale/horse-ad-2668482.html"
"810","Penny",20000,"Mare","14.1 hands","Chestnut","Middle Island, New York","","","Jan-02","","Hunter (Competed or Shown) Equitation (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2850685.html"
"8901","Lf Skip'n Town",3000,"Mare","15.1 hands","Bay","Harrison, Michigan","Solid Dark Bay","","Apr-01","ApHC - Appaloosa Horse Club ()","Breeding (Rank Not Applicable) Western Pleasure (Show) (Competed or Shown) Trail Horse (Trained) Showmanship (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2787523.html"
"8732","Zan Juan Hollywood",5000,"Gelding","15.1 hands","Buckskin","Roanoke, Texas","Star & Snip","1000 pounds","Mar-06","AQHA - American Quarter Horse Association ()","Ranch Horse (Trained) Trail Horse (Trained) Team Roping (Prospect) Ranch Sorting (Trained) Calf Roping (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2801039.html"
"8717","hank",12000,"Gelding","16.3 hands","Black","south rockwood, Michigan","blze 3 white socks 1 short","1150 pounds","Jul-06","","Dressage (Champion)",5,"http://www.equine.com/horses-for-sale/horse-ad-2801081.html"
"200","MCD Sabroso",4500,"Gelding","","Chestnut","Palestine, Texas","See photos","","Jan-98","","Gaited (Trained) Trail Horse (Trained) Beginner/Family (Trained) Country Pleasure (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2831622.html"
"3404","Center Harbor",18500,"Gelding","17.0 hands","Bay","The Plains, Virginia","","","Jan-06","","Dressage (Prospect) Eventing (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2718259.html"
"2538","Sangria",8000,"Mare","15.2 hands","Bay","Valley City, Ohio","White star","850 pounds","May-08","","Hunter (Prospect) Dressage (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2787703.html"
"8968","Bad Little LeRoy",3000,"Gelding","15.1 hands","Bay","Murfreesboro, Tennessee","bay tobiano","","Mar-10","APHA - American Paint Horse Association (983,593) ARHA American Ranch Horse Association (05125590P)","Working Cow Horse (Prospect) Team Roping (Prospect) Ranch Horse (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2783213.html"
"146","Orianna",5000,"Mare","15.2 hands","Bay","Broussard, Louisiana","Star, socks.","","Jan-04","","Trail Horse (Trained) Eventing (Trained) Dressage (Competed or Shown) Jumper (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2845510.html"
"3936","Chalk Talk",2500,"Gelding","16.0 hands","Chestnut","Charles City, Virginia","White nose","","Mar-03","","Field Hunter (Trained) Trail Horse (Trained) Beginner/Family (Trained) Youth/4-H Horse (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2884454.html"
"8716","Ima Smart QT",5000,"Stallion","15.0 hands","Bay","Aurelia, North Dakota","Bay Tobiano","1200 pounds","Jan-03","APHA - American Paint Horse Association ()","Cutting (Trained) Working Cow Horse  Ranch Horse  Ranch Sorting  Reining ",3,"http://www.equine.com/horses-for-sale/horse-ad-2801086.html"
"1996","Kommander in Chief",18000,"Gelding","15.3 hands","Bay","Davidsonville , Maryland","Small star and sock","","Mar-94","","Dressage (Trained) Hunter (Champion) Equitation (Champion)",3,"http://www.equine.com/horses-for-sale/horse-ad-2826987.html"
"8285","Sister",850,"Mare","16.0 hands","Bay","Milton, Ontario, Canada","","","Jan-01","","English Pleasure ",3,"http://www.equine.com/horses-for-sale/horse-ad-2811868.html"
"9212","Endeavour (Ernie)",7000,"Gelding","16.0 hands","Bay","Glenmoore, Pennsylvania","star, 4 stockings/socks","","May-10","","Eventing (Prospect) Dressage (Prospect) Jumper (Prospect) Hunter Under Saddle (Prospect) Hunter (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2697489.html"
"9116","Winter Hill Tomahawk",8000,"Gelding","17.1 hands","Grey","Hebron, Connecticut","","","Apr-08","Percheron Horse Assoc. (304630)","Beginner/Family (Prospect) Dressage (Prospect) English Pleasure (Trained) Western Pleasure (Trained) Driving (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2744681.html"
"3733","Joe Cougar",7500,"Gelding","14.3 hands","Sorrel","Cochrane, Wisconsin","star, right fore coronet,left hind ankle ,right hind sock","1100 pounds","May-09","AQHA - American Quarter Horse Association (5180268)","Reined Cow Horse (Prospect) Ranch Horse (Prospect) Cutting (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2828135.html"
"7359","Cools Heart Breaker",1200,"Mare","14.1 hands","Sorrel","OHIO, Illinois","STAR STRIP","1000 pounds","Mar-12","AQHA - American Quarter Horse Association (CALL ME)","Western Riding (Prospect) Youth/4-H Horse (Prospect) Showmanship (Prospect) Halter (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2829879.html"
"6923","Calculus",6000,"Gelding","16.2 hands","Bay","Beaver Dam, Wisconsin","","1300 pounds","Jan-00","JC - Jockey Club ()","Eventing (Competed or Shown) Jumper (Competed or Shown) Hunter (Competed or Shown) Dressage (Competed or Shown) Beginner/Family (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2839931.html"
"8747","Calico's Bailey Boy",1200,"Stallion","","Pinto","Weldon, California","black,bay, white","","Apr-12","","Breeding (Prospect) Trail Horse (Rank Not Applicable) Pole Bending (Rank Not Applicable) Western Pleasure (Rank Not Applicable) Competitive Trail Competitions (Rank Not Applicable)",4,"http://www.equine.com/horses-for-sale/horse-ad-2799691.html"
"713","PeppysTwoEyedMarq (Tootsie)",8500,"Mare","14.3 hands","Palomino","Murrieta, California","","","Apr-11","AQHA - American Quarter Horse Association (5404909) NFQHA - National Foundation Quarter Horse Association (F0034530)","Reined Cow Horse (Trained) Cutting (Prospect) Barrel Racing (Prospect) Team Roping (Prospect) Ranch Sorting (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2237953.html"
"511","Classic Blue Sky",15000,"Gelding","15.3 hands","Silver Dapple","Durham, Connecticut","","1100 pounds","Apr-06","AQHA - American Quarter Horse Association (X0663992)","Trail Horse (Rank Not Applicable) Equitation (Competed or Shown) Hunter (Competed or Shown) Hunter Under Saddle (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2591923.html"
"4257","Samual",600,"Gelding","15.2 hands","Grey","Bayfield, Colorado","Liver spotted","1400 pounds","Jan-89","","Lesson Horse  Judged Pleasure Rides  Horsemanship  Country Pleasure  Beginner/Family ",1,"http://www.equine.com/horses-for-sale/horse-ad-2205544.html"
"1681","Bay Colt",2200,"Stallion","","Bay","Fort Worth, Texas","4 white socks and a star","","Mar-13","AHA - Arabian Horse Association (Pending)","Halter (Prospect) Western Pleasure (Show) (Prospect) Hunter Under Saddle (Prospect) Breeding (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2840805.html"
"6529","Yearling for sport and breeding",12500,"Mare","14.2 hands","Brown","Dresden,","","","Jun-12","","Youth/4-H Horse  Dressage  Brood Mare ",4,"http://www.equine.com/horses-for-sale/horse-ad-2845440.html"
"8686","Spirit",1200,"Gelding","15.2 hands","White","North fort myers, Florida","Black and White","","Apr-06","","Barrel Racing (Competed or Shown) Western Pleasure (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2801697.html"
"90","Betty Boop",8500,"Mare","13.3 hands","Black","West Windsor, Vermont","Blaze, 4 white socks, belly patch","","Jan-09","","Dressage (Prospect) Driving (Prospect) Competitive Trail Competitions (Prospect) English Pleasure (Prospect) Hunter (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2499231.html"
"3294","Troy",3000,"Gelding","16.0 hands","Sorrel","Easton, Pennsylvania","white mask, hind right white stocking","","Apr-05","APHA - American Paint Horse Association (824,811)","Lesson Horse (Trained) Jumper (Competed or Shown) Equitation (Trained) English Pleasure (Competed or Shown) Hunter (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2723187.html"
"2677","Sensational Chenille",2200,"Mare","15.0 hands","Sorrel","Cuero, Texas","Flaxen mane and tail","","Apr-08","APHA - American Paint Horse Association (994705)","Brood Mare  Horsemanship  Western Pleasure (Show) ",2,"http://www.equine.com/horses-for-sale/horse-ad-2775107.html"
"9057","Cady O'Daly Mistletoe",15000,"Mare","15.1 hands","Bay","Goode, Virginia","star and two back socks.","950 pounds","Dec-02","ACPS - American Connemara Pony Society ()","Eventing (Champion) Field Hunter (Trained) Beginner/Family (Trained) Dressage (Competed or Shown) Jumper (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2753309.html"
"2430","Roscoe",400,"Gelding","9.1 hands","Black","Cedar Hill, Tennessee","White Star mule mouth","350 pounds","Jan-06","","Driving (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2803095.html"
"8367","Baby",1200,"Mare","15.0 hands","Sorrel","Bonifay, Florida","","","Mar-07","AQHA - American Quarter Horse Association (5084572)","Barrel Racing  Ranch Horse ",3,"http://www.equine.com/horses-for-sale/horse-ad-2811680.html"
"2715","Alota Something",22500,"Gelding","17.0 hands","Brown","Dade City, Florida","","","Mar-09","","Hunter Under Saddle (Competed or Shown) Hunter (Prospect) Dressage (Prospect) Halter (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2773575.html"
"6652","",5000,"Mare","14.2 hands","Bay","Memphis, Tennessee","white sock","","Jan-05","","Hunter (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2844552.html"
"2639","Elska II fra Extreme Farms",2000,"Mare","13.0 hands","Bay","Dryden, Michigan","","","May-08","","Not Applicable ",3,"http://www.equine.com/horses-for-sale/horse-ad-2372852.html"
"152","Scout",4500,"Gelding","16.2 hands","Palomino","Kingston, Ontario, Canada","Blaze.","","May-07","AQHA - American Quarter Horse Association (5023640)","Western Pleasure (Prospect) Halter (Trained) Horsemanship (Prospect) Trail Horse (Prospect) Showmanship (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2843166.html"
"235","Green Gate Farm's Luck be a Lady (Barn Name: Angelica)",5000,"Mare","15.2 hands","Black","Bridgewater, Connecticut","All black except for 15 white hairs on head","1100 pounds","Jul-02","","Western Pleasure (Prospect) Eventing (Prospect) English Pleasure (Trained) Dressage (Trained) Country Pleasure (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2823046.html"
"4608","Tag",900,"Gelding","14.2 hands","Sorrel","Pinon Hills, California","almost flaxen mane","","Aug-05","","Endurance Riding (Prospect) Trail Horse (Trained) Competitive Trail Competitions (Trained)",5,"http://www.equine.com/horses-for-sale/horse-ad-2839904.html"
"4938","Miss N Lights",9500,"Mare","","Sorrel","Lyons, Kansas","","","Feb-06","","Youth/4-H Horse  Country Pleasure (Rank Not Applicable) Trail Horse (Rank Not Applicable) Ranch Sorting (Trained) Cutting (Competed or Shown)",5,"http://www.equine.com/horses-for-sale/horse-ad-2816045.html"
"9195","Sneak over the Stars",101,"Mare","16.0 hands","Buckskin","Elkhorn, Wisconsin","","","Jun-10","AQHA - American Quarter Horse Association ()","Western Pleasure (Prospect) Trail Horse (Prospect) Western Pleasure (Show) (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2721178.html"
"1389","STEWARTS DARLIN CORA",2000,"Mare","14.3 hands","Black","JUDSONIA, Arkansas","","1300 pounds","May-02","APHA - American Paint Horse Association (701,711)","",6,"http://www.equine.com/horses-for-sale/horse-ad-2853481.html"
"7182","Nopalito",400,"Stallion","7.0 hands","Brown","Saragosa, Texas","","","Sep-12","","Breeding ",3,"http://www.equine.com/horses-for-sale/horse-ad-2832412.html"
"5196","Heza Bugged Moon",2500,"Gelding","15.2 hands","Sorrel","St. Louis, Missouri","Blaze","1000 pounds","Apr-05","AQHA - American Quarter Horse Association ()","Pole Bending (Prospect) Team Roping (Prospect) Jumper (Prospect) Barrel Racing (Trained)",5,"http://www.equine.com/horses-for-sale/horse-ad-2787613.html"
"5041","",500,"Mare","","Palomino","Graham, Texas","","","Mar-12","","",2,"http://www.equine.com/horses-for-sale/horse-ad-2810658.html"
"5444","Pete",500,"Gelding","16.0 hands","Chestnut","Bush, Louisiana","flaxen mane and tail","","May-98","","Jumper (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2885169.html"
"8492","Show Me The Money Max",10000,"Gelding","16.2 hands","Pinto","Hanover, Pennsylvania","","","Apr-00","APHA - American Paint Horse Association (552946)","Western Riding  Lesson Horse  English Pleasure  Trail Horse  Beginner/Family ",2,"http://www.equine.com/horses-for-sale/horse-ad-2805099.html"
"2948","Final Gold Dot Com",8500,"Mare","14.0 hands","Chestnut","Monticello, Florida","Blaze, Socks, Lg Dot on Side","800 pounds","Apr-09","WPCSA - Welsh Pony and Cob Society of America (Eligible)","Hunter (Prospect) Dressage (Prospect) Jumper (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2751897.html"
"3924","Nu Cafe au Lait",3800,"Mare","14.2 hands","Palomino","Erie, Colorado","Big star, snip, two hind stockings","","May-11","AQHA - American Quarter Horse Association ()","Reining (Rank Not Applicable) Reined Cow Horse (Rank Not Applicable) Cutting (Rank Not Applicable) Ranch Horse (Rank Not Applicable) Working Cow Horse (Rank Not Applicable)",5,"http://www.equine.com/horses-for-sale/horse-ad-2885081.html"
"5103","Country",1500,"Gelding","16.3 hands","Bay","Stevensville, Maryland","White star & stripe","","Jun-97","","Lesson Horse (Trained) English Pleasure (Competed or Shown) Equitation (Competed or Shown) Jumper (Competed or Shown) Hunter (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2802999.html"
